Unnamed: 0,A,CH,CR,J,LAW,LTD,PINC,TER,USE,document,document_ID,label,text,TER_targets,LTD_targets,A_targets,CH_targets,CR_targets
6798,0,0,0,0,0,0,0,0,0,Tinder,36,0,use another user 's account .,,,,,
6799,0,0,0,0,0,0,0,0,0,Tinder,36,0,"create another account if we have already terminated your account , unless you have our permission .",,,,,
6800,0,0,0,0,0,0,0,1,0,Tinder,36,1,"tinder reserves the right to investigate and / or terminate your account without a refund of any purchases if you have misused the service or behaved in a way that tinder regards as inappropriate or unlawful , including actions or communications that occur off the service but involve users you meet through the service .",[0],,,,
6801,0,0,1,0,0,1,0,0,0,Tinder,36,1,"although tinder reserves the right to review and remove content that violates this agreement , such content is the sole responsibility of the user who posts it , and tinder can not guarantee that all content will comply with this agreement .",,[14],,,[4]
6802,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you see content on the services that violates this agreement , please report it within the services or via help@gotinder.com .",,,,,
6803,0,0,0,0,0,0,0,0,0,Tinder,36,0,"from time to time , tinder may offer products and services for purchase -lrb- `` in app purchases '' -rrb- through itunes , google play or other application platforms authorized by tinder -lrb- each , a `` software store '' -rrb- .",,,,,
6804,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you choose to make an in app purchase , you will be prompted to enter details for your account with your software store -lrb- `` your iap account '' -rrb- , and your iap account will be charged for the in app purchase in accordance with the terms disclosed to you at the time of purchase as well as the general terms for in app purchases that apply to your iap account .",,,,,
6805,0,0,0,0,0,0,0,0,0,Tinder,36,0,"some software stores may charge you sales tax , depending on where you live .",,,,,
6806,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you purchase an auto-recurring periodic subscription through an in app purchase , your iap account will be billed continuously for the subscription until you cancel .",,,,,
6807,0,0,0,0,0,0,0,0,0,Tinder,36,0,"after your initial subscription commitment period , and again after any subsequent subscription period , your subscription will automatically continue for an additional equivalent period , at the price you agreed to when subscribing .",,,,,
6808,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you do not wish your subscription to renew automatically , or if you want to change or terminate your subscription , you will need to log in to your iap account and follow instructions to cancel your subscription , even if you have otherwise deleted your account with us or if you have deleted the tinder application from your device .",,,,,
6809,0,0,0,0,0,0,0,0,0,Tinder,36,0,deleting your account on tinder or deleting the tinder application from your device does not cancel your subscription ; tinder will retain all funds charged to your iap account until you cancel your subscription through your iap account .,,,,,
6810,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you choose to make a purchase through tinder online , you agree to pay tinder all charges at the prices displayed to you for the services you 've selected as well as any sales or similar taxes that may be imposed on your payments , and you authorize tinder to charge your chosen payment provider -lrb- your `` payment method '' -rrb- .",,,,,
6811,0,0,0,0,0,0,0,0,0,Tinder,36,0,tinder may correct any billing errors or mistakes that it makes even if it has already requested or received payment .,,,,,
6812,0,0,0,0,0,0,0,1,0,Tinder,36,1,"if you initiate a chargeback or otherwise reverse a payment made with your payment method , tinder may terminate your account immediately in its sole discretion .",[11],,,,
6813,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you purchase a subscription through tinder online , your subscription will continue indefinitely until cancelled by you .",,,,,
6814,0,0,0,0,0,0,0,0,0,Tinder,36,0,"after your initial subscription commitment period , and again after any subsequent subscription period , your subscription will automatically continue for an additional equivalent period , at the price you agreed to when subscribing , until you cancel .",,,,,
6815,0,0,0,0,0,0,0,0,0,Tinder,36,0,you agree that your account will be subject to this automatic renewal feature .,,,,,
6816,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you do not wish your account to renew automatically , or if you want to change or terminate your subscription , please log in and go to `` my profile '' on tinder online and follow the instructions .",,,,,
6817,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you cancel your subscription , you may use your subscription until the end of your then-current subscription term , and your subscription will not be renewed after your then-current term expires .",,,,,
6818,0,0,0,0,0,0,0,0,0,Tinder,36,0,you may edit your payment method information by visiting tinder online and going to `` my profile . '',,,,,
6819,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if a payment is not successfully settled , due to expiration , insufficient funds , or otherwise , and you do not edit your payment method information or cancel your subscription , you remain responsible for any uncollected amounts and authorize us to continue billing the payment method , as it may be updated .",,,,,
6820,0,0,0,0,0,0,0,0,0,Tinder,36,0,this may result in a change to your payment billing dates .,,,,,
6821,0,0,0,0,0,0,0,0,0,Tinder,36,0,"in addition , you authorize us to obtain updated or replacement expiration dates and card numbers for your credit or debit card as provided by your credit or debit card issuer .",,,,,
6822,0,0,0,0,0,0,0,0,0,Tinder,36,0,"the terms of your payment will be based on your payment method and may be determined by agreements between you and the financial institution , credit card issuer or other provider of your chosen payment method .",,,,,
6823,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you reside outside of the americas , you agree that your payment to tinder will be through mtch technology services limited .",,,,,
6824,0,0,0,0,0,0,0,0,0,Tinder,36,0,super likes and other virtual items .,,,,,
6825,0,0,0,0,0,0,0,0,0,Tinder,36,0,"from time to time , you may be able to purchase , with `` real world '' money , a limited , personal , non-transferable , non-sublicensable , revocable license to use `` virtual items , '' including but not limited to super likes -lrb- collectively , `` virtual items '' -rrb- .",,,,,
6826,0,0,0,0,0,0,0,0,0,Tinder,36,0,you are only allowed to purchase virtual items from us or our authorized partners through the service and not in any other way .,,,,,
6827,0,0,0,0,0,0,0,0,0,Tinder,36,0,virtual items represent a limited license right governed by this agreement .,,,,,
6828,0,0,0,0,0,0,0,0,0,Tinder,36,0,"except as otherwise prohibited by applicable law , virtual items obtained by you are licensed to you , and you acknowledge that no title or ownership in or to virtual items is being transferred or assigned to you .",,,,,
6829,0,0,0,0,0,0,0,0,0,Tinder,36,0,this agreement should not be construed as a sale of any rights in virtual items .,,,,,
6830,0,0,0,0,0,0,0,0,0,Tinder,36,0,"any virtual item balance shown in your account does not constitute a real-world balance or reflect any stored value , but instead constitutes a measurement of the extent of your license .",,,,,
6831,0,0,1,0,0,0,0,0,0,Tinder,36,1,"virtual items do not incur fees for non-use , however , the license granted to you in virtual items will terminate in accordance with the terms of this agreement , when tinder ceases providing the service or your account is otherwise closed or terminated .",,,,,[16]
6832,0,1,0,0,0,0,0,0,0,Tinder,36,1,"tinder , in its sole discretion , reserves the right to charge fees for the right to access or use virtual items and / or may distribute virtual items with or without charge .",,,,[0],
6833,0,1,0,0,0,0,0,0,0,Tinder,36,1,"tinder may manage , regulate , control , modify or eliminate virtual items at any time .",,,,[0],
6834,0,0,0,0,0,1,0,0,0,Tinder,36,1,tinder shall have no liability to you or any third party in the event that tinder exercises any such rights .,,[17],,,
6835,0,0,0,0,0,0,0,0,0,Tinder,36,0,"the transfer of virtual items is prohibited , and you shall not sell , redeem or otherwise transfer virtual items to any person or entity .",,,,,
6836,0,0,0,0,0,0,0,0,0,Tinder,36,0,virtual items may only be redeemed through the service .,,,,,
6837,0,0,0,0,0,0,0,0,0,Tinder,36,0,all purchases and redemptions of virtual items made through the service are final and non-refundable .,,,,,
6838,0,0,0,0,0,0,0,0,1,Tinder,36,1,the provision of virtual items for use in the service is a service provided by tinder that commences immediately upon the acceptance of your purchase of such virtual items .,,,,,
6839,0,0,0,0,0,1,0,0,0,Tinder,36,1,"you acknowledge that tinder is not required to provide a refund for any reason , and that you will not receive money or other compensation for unused virtual items when an account is closed , whether such closure was voluntary or involuntary .",,[1],,,
6840,0,0,0,0,0,0,0,0,0,Tinder,36,0,"generally , all charges for purchases are nonrefundable , and there are no refunds or credits for partially used periods .",,,,,
6841,0,0,0,0,0,0,0,0,0,Tinder,36,0,"we may make an exception if a refund for a subscription offering is requested within fourteen days of the transaction date , or if the laws applicable in your jurisdiction provide for refunds .",,,,,
6842,0,0,0,0,0,0,0,0,0,Tinder,36,0,"for subscribers residing in the eu or european economic area , in accordance with local law , you are entitled to a full refund during the 14 days after the subscription begins .",,,,,
6843,0,0,0,0,0,0,0,0,0,Tinder,36,0,please note that this 14-day period commences when the subscription starts .,,,,,
6844,0,0,0,0,0,0,0,0,0,Tinder,36,0,"for tinder plus subscribers residing in arizona , california , connecticut , illinois , iowa , minnesota , new york , north carolina , ohio and wisconsin , the terms below apply :",,,,,
6845,0,0,0,0,0,0,0,0,0,Tinder,36,0,"you may cancel your subscription , without penalty or obligation , at any time prior to midnight of the third business day following the date you subscribed .",,,,,
6846,0,0,0,0,0,0,0,0,0,Tinder,36,0,"in the event that you die before the end of your subscription period , your estate shall be entitled to a refund of that portion of any payment you had made for your subscription which is allocable to the period after your death .",,,,,
6847,0,0,0,0,0,0,0,0,0,Tinder,36,0,"in the event that you become disabled -lrb- such that you are unable to use the services of tinder -rrb- before the end of your subscription period , you shall be entitled to a refund of that portion of any payment you had made for your subscription which is allocable to the period after your disability by providing the company notice in the same manner as you request a refund as described below .",,,,,
6848,0,0,0,0,0,0,0,0,0,Tinder,36,0,purchases of virtual items are final and non-refundable .,,,,,
6849,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you subscribed using your apple id , refunds are handled by apple , not tinder .",,,,,
6850,0,0,0,0,0,0,0,0,0,Tinder,36,0,"to request a refund , go to itunes , click on your apple id , select `` purchase history , '' find the transaction and hit `` report problem '' .",,,,,
6851,0,0,0,0,0,0,0,0,0,Tinder,36,0,you can also submit a request at https://getsupport.apple.com .,,,,,
6852,0,0,0,0,0,0,0,0,0,Tinder,36,0,if you subscribed using your google play store account or through tinder online : please contact customer support with your order number for the google play store -lrb- you can find the order number in the order confirmation email or by logging in to google wallet -rrb- or tinder online -lrb- you can find this on your confirmation email -rrb- .,,,,,
6853,0,0,0,0,0,0,0,0,0,Tinder,36,0,"you may also mail or deliver a signed and dated notice which states that you , the buyer , are canceling this agreement , or words of similar effect .",,,,,
6854,0,0,0,0,0,0,0,0,0,Tinder,36,0,please also include the email address or telephone number associated with your account along with your order number .,,,,,
6855,0,0,0,0,0,0,0,0,0,Tinder,36,0,"this notice shall be sent to : tinder , attn : cancellations , p.o. box 25472 , dallas , texas 75225 , usa -lrb- in addition , ohio users may send a facsimile to 214-853-4309 -rrb- .",,,,,
6856,0,0,0,0,0,0,0,0,0,Tinder,36,0,notice and procedure for making claims of copyright infringement .,,,,,
6857,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you believe that your work has been copied and posted on the service in a way that constitutes copyright infringement , please provide our copyright agent with the following information :",,,,,
6858,0,0,0,0,0,0,0,0,0,Tinder,36,0,an electronic or physical signature of the person authorized to act on behalf of the owner of the copyright interest ;,,,,,
6859,0,0,0,0,0,0,0,0,0,Tinder,36,0,a description of the copyrighted work that you claim has been infringed ;,,,,,
6860,0,0,0,0,0,0,0,0,0,Tinder,36,0,a description of where the material that you claim is infringing is located on the service -lrb- and such description must be reasonably sufficient to enable us to find the alleged infringing material -rrb- ;,,,,,
6861,0,0,0,0,0,0,0,0,0,Tinder,36,0,"your contact information , including address , telephone number and email address ;",,,,,
6862,0,0,0,0,0,0,0,0,0,Tinder,36,0,"a written statement by you that you have a good faith belief that the disputed use is not authorized by the copyright owner , its agent , or the law ; and",,,,,
6863,0,0,0,0,0,0,0,0,0,Tinder,36,0,"a statement by you , made under penalty of perjury , that the above information in your notice is accurate and that you are the copyright owner or authorized to act on the copyright owner 's behalf .",,,,,
6864,0,0,0,0,0,0,0,0,0,Tinder,36,0,"notice of claims of copyright infringement should be provided to the company 's copyright agent via email to copyright@match.com , by phone to 214-576-3272 or via mail to the following address :",,,,,
6865,0,0,0,0,0,0,0,0,0,Tinder,36,0,"copyright compliance department c/o match group legal 8750 n. central expressway , suite 1400 dallas , texas 75231",,,,,
6866,0,0,0,0,0,0,0,0,0,Tinder,36,0,tinder will terminate the accounts of repeat infringers .,,,,,
6867,0,0,0,0,0,0,0,0,0,Tinder,36,0,"tinder provides the service on an `` as is '' and `` as available '' basis and to the extent permitted by applicable law , grants no warranties of any kind , whether express , implied , statutory or otherwise with respect to the service -lrb- including all content contained therein -rrb- , including , without limitation , any implied warranties of satisfactory quality , merchantability , fitness for a particular purpose or non-infringement .",,,,,
6868,0,0,0,0,0,1,0,0,0,Tinder,36,1,"tinder does not represent or warrant that -lrb- a -rrb- the service will be uninterrupted , secure or error free , -lrb- b -rrb- any defects or errors in the service will be corrected , or -lrb- c -rrb- that any content or information you obtain on or through the services will be accurate .",,"[1, 14]",,,
6869,0,0,0,0,0,1,0,0,0,Tinder,36,1,"tinder takes no responsibility for any content that you or another user or third party posts , sends or receives through the services .",,"[14, 6]",,,
6870,0,0,0,0,0,0,0,0,0,Tinder,36,0,any material downloaded or otherwise obtained through the use of the service is accessed at your own discretion and risk .,,,,,
6871,0,0,0,0,0,0,0,0,0,Tinder,36,0,the service may contain advertisements and promotions offered by third parties and links to other web sites or resources .,,,,,
6872,0,0,0,0,0,0,0,0,0,Tinder,36,0,tinder is not responsible for the availability -lrb- or lack of availability -rrb- of such external websites or resources .,,,,,
6873,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if you choose to interact with the third parties made available through our service , such party 's terms will govern their relationship with you .",,,,,
6874,0,0,0,0,0,1,0,0,0,Tinder,36,1,tinder is not responsible or liable for such third parties ' terms or actions .,,[6],,,
6875,0,0,0,0,0,1,0,0,0,Tinder,36,1,"to the fullest extent permitted by applicable law , in no event will tinder , its affiliates , employees , licensors or service providers be liable for any indirect , consequential , exemplary , incidental , special or punitive damages , including , without limitation , loss of profits , whether incurred directly or indirectly , or any loss of data , use , goodwill , or other intangible losses , resulting from : -lrb- i -rrb- your access to or use of or inability to access or use the services , -lrb- ii -rrb- the conduct or content of other users or third parties on , through , or following use of the services ; or -lrb- iii -rrb- unauthorized access , use or alteration of your content , even if tinder has been advised of the possibility of such damages .",,"[0, 3, 9, 13, 8, 14, 6, 7, 11]",,,
6876,0,0,0,0,0,1,0,0,0,Tinder,36,1,"in no event will tinder 's aggregate liability to you for all claims relating to the service exceed the amount paid , if any , by you to tinder for the service while you have an account .",,[4],,,
6877,0,0,0,0,0,0,0,0,0,Tinder,36,0,"some jurisdictions do not allow the exclusion or limitation of certain damages , so some or all of the exclusions and limitations in this section may not apply to you .",,,,,
6878,0,0,0,0,0,0,0,0,0,Tinder,36,0,"arbitration , class-action waiver , and jury waiver .",,,,,
6879,0,0,0,0,0,0,0,0,0,Tinder,36,0,except for users residing within the eu or european economic area and elsewhere where prohibited by applicable law :,,,,,
6880,1,0,0,0,0,0,0,0,0,Tinder,36,1,the exclusive means of resolving any dispute or claim arising out of or relating to this agreement -lrb- including any alleged breach thereof -rrb- or the service shall be binding arbitration administered by the american arbitration association under the consumer arbitration rules .,,,"[1, 7]",,
6881,0,0,0,0,0,0,0,0,0,Tinder,36,0,the one exception to the exclusivity of arbitration is that you have the right to bring an individual claim against the company in a small-claims court of competent jurisdiction .,,,,,
6882,0,0,0,0,0,0,0,0,0,Tinder,36,0,"but whether you choose arbitration or small-claims court , you may not under any circumstances commence or maintain against the company any class action , class arbitration , or other representative action or proceeding .",,,,,
6883,0,0,0,0,0,0,0,0,1,Tinder,36,1,"by using the service in any manner , you agree to the above arbitration agreement .",,,,,
6884,0,0,0,0,0,0,0,0,0,Tinder,36,0,"in doing so , you give up your right to go to court to assert or defend any claims between you and the company -lrb- except for matters that may be taken to small-claims court -rrb- .",,,,,
6885,0,0,0,0,0,0,0,0,0,Tinder,36,0,you also give up your right to participate in a class action or other class proceeding .,,,,,
6886,0,0,0,0,0,0,0,0,0,Tinder,36,0,"your rights will be determined by a neutral arbitrator , not a judge or jury , and the arbitrator shall determine all issues regarding the arbitrability of the dispute .",,,,,
6887,0,0,0,0,0,0,0,0,0,Tinder,36,0,you are entitled to a fair hearing before the arbitrator .,,,,,
6888,0,0,0,0,0,0,0,0,0,Tinder,36,0,"the arbitrator can grant any relief that a court can , but you should note that arbitration proceedings are usually simpler and more streamlined than trials and other judicial proceedings .",,,,,
6889,0,0,0,0,0,0,0,0,0,Tinder,36,0,decisions by the arbitrator are enforceable in court and may be overturned by a court only for very limited reasons .,,,,,
6890,0,0,0,0,0,0,0,0,0,Tinder,36,0,"for details on the arbitration process , see our arbitration procedures .",,,,,
6891,0,0,0,0,0,0,0,0,0,Tinder,36,0,"any proceeding to enforce this arbitration agreement , including any proceeding to confirm , modify , or vacate an arbitration award , may be commenced in any court of competent jurisdiction .",,,,,
6892,0,0,0,1,0,0,0,0,0,Tinder,36,1,"in the event that this arbitration agreement is for any reason held to be unenforceable , any litigation against the company -lrb- except for small-claims court actions -rrb- may be commenced only in the federal or state courts located in dallas county , texas .",,,,,
6893,0,0,0,0,0,0,0,0,0,Tinder,36,0,you hereby irrevocably consent to the jurisdiction of those courts for such purposes .,,,,,
6894,0,0,0,0,1,0,0,0,0,Tinder,36,1,"this agreement , and any dispute between you and the company , shall be governed by the laws of the state of texas without regard to principles of conflicts of law , provided that this arbitration agreement shall be governed by the federal arbitration act .",,,,,
6895,0,0,0,0,0,0,0,0,0,Tinder,36,0,the online dispute settlement platform of the european commission is available under http://ec.europa.eu/odr .,,,,,
6896,0,0,0,0,0,0,0,0,0,Tinder,36,0,tinder does not take part in dispute settlement procedures in front of a consumer arbitration entity for users residing in the eu or european economic area .,,,,,
6897,0,0,0,0,1,0,0,0,0,Tinder,36,1,"for users residing in the eu or european economic area or elsewhere where our arbitration agreement is prohibited by law , the laws of texas , u.s.a. , excluding texas 's conflict of laws rules , will apply to any disputes arising out of or relating to this agreement or the services .",,,,,
6898,0,0,0,0,0,0,0,0,0,Tinder,36,0,"for the avoidance of doubt , the choice of texas governing law shall not supersede any mandatory consumer protection legislation in such jurisdictions .",,,,,
6899,0,0,0,0,0,0,0,0,0,Tinder,36,0,"except for users residing in the eu or european economic area , who may bring claims in their country of residence in accordance with applicable law , all claims arising out of or relating to this agreement or the services will be litigated exclusively in the federal or state courts of dallas county , texas , u.s.a. , and you and tinder consent to personal jurisdiction in those courts .",,,,,
6900,0,0,0,0,0,0,0,0,0,Tinder,36,0,"you agree , to the extent permitted under applicable law , to indemnify , defend and hold harmless tinder , our affiliates , and their and our respective officers , directors , agents , and employees from and against any and all complaints , demands , claims , damages , losses , costs , liabilities and expenses , including attorney 's fees , due to , arising out of , or relating in any way to your access to or use of the services , your content , or your breach of this agreement .",,,,,
6901,0,0,0,0,0,0,1,0,0,Tinder,36,1,"this agreement , with the privacy policy , the safety tips and any terms disclosed and agreed to by you if you purchase additional features , products or services we offer on the service , contains the entire agreement between you and tinder regarding the use of the service .",,,,,
6902,0,0,0,0,0,0,0,0,0,Tinder,36,0,"if any provision of this agreement is held invalid , the remainder of this agreement shall continue in full force and effect .",,,,,
6903,0,0,0,0,0,0,0,0,0,Tinder,36,0,the failure of the company to exercise or enforce any right or provision of this agreement shall not constitute a waiver of such right or provision .,,,,,
6904,0,0,0,0,0,0,0,0,0,Tinder,36,0,you agree that your tinder account is non-transferable and all of your rights to your account and its content terminate upon your death .,,,,,
6905,0,0,0,0,0,0,0,0,0,Tinder,36,0,"no agency , partnership , joint venture or employment is created as a result of this agreement and you may not make any representations or bind tinder in any manner .",,,,,
7616,0,1,0,0,0,0,0,0,0,Headspace,40,1,"these terms & conditions -lrb- these `` terms '' -rrb- contain the terms and conditions on which we supply content , products or services listed on www.headspace.com -lrb- the `` website '' -rrb- , through our applications -lrb- the `` apps '' -rrb- or via other delivery methods to you -lrb- the website and such content , products , services and the apps are collectively referred to herein as the `` product '' or `` products '' , which may be updated from time-to-time at the sole discretion of headspace -rrb- .",,,,[0],
7617,0,0,0,0,0,0,0,0,0,Headspace,40,0,"please read these terms and conditions , carefully before ordering any products from the website or third party app stores -lrb- e.g. the apple app store , the android play store , amazon , etc. -rrb- .",,,,,
7618,0,0,0,0,0,0,0,0,0,Headspace,40,0,"the terms `` headspace , '' `` us '' or `` we '' refers to headspace , inc. and its wholly owned uk based subsidiary , headspace meditation limited .",,,,,
7619,0,0,0,0,0,0,0,0,0,Headspace,40,0,"the term `` device '' refers to the device which is used to access the products including but not limited to computers , smart phones and tablets .",,,,,
7620,0,0,0,0,0,0,0,0,0,Headspace,40,0,the term `` you '' refers to the user of the products .,,,,,
7621,0,0,0,0,0,0,0,0,1,Headspace,40,1,"when you order -lrb- `` order '' -rrb- any products , or otherwise use or access the products , you agree to be bound by these terms and all applicable laws , rules and regulations .",,,,,
7622,0,0,0,0,0,0,0,0,0,Headspace,40,0,you may also be asked to click `` i accept '' at the appropriate place prior to your purchase of access to the products .,,,,,
7623,0,0,0,0,0,0,0,0,0,Headspace,40,0,"at such time , if you do not click `` i accept '' , you may not be able to complete such purchase or gain such access .",,,,,
7624,0,0,0,0,0,0,0,0,1,Headspace,40,1,"by using the products , you indicate that you accept these terms and that you agree to abide by them .",,,,,
7625,0,0,0,0,0,0,0,0,0,Headspace,40,0,"if you do not agree to these terms , please refrain from using the products .",,,,,
7626,0,0,0,0,0,0,0,0,0,Headspace,40,0,our contact email address is help@headspace.com .,,,,,
7627,0,0,0,0,0,0,0,0,0,Headspace,40,0,all correspondence to headspace including any queries you may have regarding your use of the products or these terms should be sent to this contact email address .,,,,,
7628,0,0,0,0,0,0,0,0,0,Headspace,40,0,1.2 arbitration notice and class action waiver,,,,,
7629,0,0,0,0,0,0,0,0,0,Headspace,40,0,please note that these terms contain an arbitration clause .,,,,,
7630,1,0,0,0,0,0,0,0,0,Headspace,40,1,"except for certain types of disputes mentioned in the arbitration clause , you and headspace agree that disputes relating to these terms or your use of the products will be resolved by mandatory binding arbitration , and you and headspace waive any right to participate in a class-action lawsuit or class-wide arbitration .",,,"[1, 4]",,
7631,0,0,0,0,0,0,0,0,0,Headspace,40,0,-lrb- a -rrb- these terms and the order set out the whole agreement between you and us for the supply of the products .,,,,,
7632,0,0,0,0,0,0,0,0,0,Headspace,40,0,"in order to participate in certain products , you may be required to agree to additional terms and conditions ; those additional terms are hereby incorporated into these terms .",,,,,
7633,0,0,0,0,0,0,0,0,0,Headspace,40,0,"where such terms are inconsistent with these terms , the additional terms shall control .",,,,,
7634,0,0,0,0,0,0,0,0,0,Headspace,40,0,-lrb- b -rrb- please check that the details in these terms and on the order are complete and accurate before you use or commit yourself to purchase the products .,,,,,
7635,0,0,0,0,0,0,0,0,0,Headspace,40,0,"if you think that there is a mistake , please make sure that you ask us to confirm any changes in writing , as we only accept responsibility for statements and representations made in writing by an officer of headspace .",,,,,
7636,0,0,0,0,0,0,0,0,0,Headspace,40,0,"-lrb- c -rrb- as part of your use of the products , you affirmatively consent to the processing and storage of your personal information in the united states and the united kingdom , including the processing and storing of your personal information in the united states and the united kingdom for the purposes of processing payments and tracking individual use of the products .",,,,,
7637,0,0,0,0,0,0,0,0,0,Headspace,40,0,"by using the products , you acknowledge that you understand and agree that the united states and the united kingdom may not have the same level of protections for your personal information that exist in your country of residence , and you nonetheless consent to the processing and storage of your personal information in the united states and the united kingdom .",,,,,
7638,0,0,0,0,0,0,0,0,0,Headspace,40,0,"we will take measures as required to comply with applicable law regarding the transfer , storage and use of certain personal information .",,,,,
7639,0,1,0,0,0,0,0,0,0,Headspace,40,1,"headspace reserves the right to change or update these terms , or any other of our policies or practices , at any time , and will notify users by posting such changed or updated terms on this page .",,,,"[0, 2]",
7640,0,0,0,0,0,0,0,0,0,Headspace,40,0,any changes or updates will be effective immediately upon posting to www.headspace.com .,,,,,
7641,0,0,0,0,0,0,0,0,1,Headspace,40,1,your continued use of the products constitutes your agreement to abide by the terms as changed .,,,,,
7642,0,0,0,0,0,0,0,0,0,Headspace,40,0,"under certain circumstances we may also elect to notify you of changes or updates to our terms by additional means , such as pop-up or push notifications within the products or email .",,,,,
7643,0,0,0,0,0,0,0,0,0,Headspace,40,0,-lrb- a -rrb- you may sign up as a registered user of the products free of charge -lrb- a `` member '' -rrb- .,,,,,
7644,0,0,0,0,0,0,0,0,0,Headspace,40,0,"to become a member you need to go to the relevant section of the products , then submit your email address to us , and create a username and password to be used in conjunction with that email address .",,,,,
7645,0,0,0,0,0,0,0,0,0,Headspace,40,0,you are responsible for maintaining the confidentiality of your account and password and for restricting access to your device .,,,,,
7646,0,0,0,0,0,0,0,0,0,Headspace,40,0,"-lrb- b -rrb- in the course of your use of the products , you may be asked to provide certain personalized information to us -lrb- such information is referred to hereinafter as `` user information '' -rrb- .",,,,,
7647,0,0,0,0,0,0,0,0,0,Headspace,40,0,this user information may include information from your facebook and similar social networking profiles .,,,,,
7648,0,0,0,0,0,0,0,0,0,Headspace,40,0,our information collection and use policies with respect to the privacy of such user information are set forth in the headspace privacy policy .,,,,,
7649,0,0,0,0,0,0,0,0,0,Headspace,40,0,"you acknowledge and agree that you are solely responsible for the accuracy and content of user information , and you agree to keep it up to date .",,,,,
7650,0,0,0,0,0,0,0,0,0,Headspace,40,0,"-lrb- c -rrb- by placing an order through the products , you warrant that :",,,,,
7651,0,0,0,0,0,0,0,0,0,Headspace,40,0,-lrb- i -rrb- you are legally capable of entering into binding contracts ; -lrb- ii -rrb- all registration information you submit is truthful and accurate ; -lrb- iii -rrb- you will maintain the accuracy of such information ; and -lrb- iv -rrb- your use of the products does not violate any applicable law or regulation .,,,,,
7652,0,0,0,0,0,0,0,0,0,Headspace,40,0,"you are responsible for maintaining the confidentiality of your account , password and other user information and for restricting access to your device to further help protect such information .",,,,,
7653,0,0,0,0,0,0,0,0,0,Headspace,40,0,you are responsible for updating your user information .,,,,,
7654,0,0,0,0,0,0,0,0,0,Headspace,40,0,2.3 use of headspace by minors,,,,,
7655,0,0,0,0,0,0,0,0,0,Headspace,40,0,"you must be 18 years of age , or the age of majority in your province , territory or country , to sign up as a registered user of the products .",,,,,
7656,0,0,0,0,0,0,0,0,0,Headspace,40,0,"individuals under the age of 18 , or the applicable age of majority , may utilize the products only with the involvement and consent of a parent or legal guardian , under such person 's account and otherwise subject to these terms .",,,,,
7657,0,0,0,0,0,0,0,0,0,Headspace,40,0,"as a headspace member you will receive access to certain sections , features and functions of the products that are not available to non-members .",,,,,
7658,0,0,0,0,0,0,0,0,0,Headspace,40,0,"by agreeing to become a member you opt-in to receiving occasional special offer , marketing , survey and product based communication emails .",,,,,
7659,0,0,0,0,0,0,0,0,0,Headspace,40,0,you can easily unsubscribe from headspace commercial emails by following the opt-out instruction in these emails .,,,,,
7660,0,0,0,0,0,0,0,0,0,Headspace,40,0,headspace memberships and subscriptions are not transferable and therefore can not be sold or exchanged or transferred in any way whatsoever .,,,,,
7661,0,0,0,0,0,0,0,0,0,Headspace,40,0,-lrb- a -rrb- headspace account holders may access the products in two ways :,,,,,
7662,0,0,0,0,0,0,0,0,0,Headspace,40,0,"-lrb- i -rrb- `` basics '' free trial : a free-of-charge program , which gives unlimited access to ten days of our `` foundation course . ''",,,,,
7663,0,0,0,0,0,0,0,0,0,Headspace,40,0,"-lrb- ii -rrb- paid subscription : a subscription fee-based program , which gives access to all content including and beyond the `` basics '' free trial .",,,,,
7664,0,0,0,0,0,0,0,0,0,Headspace,40,0,you may have access to a free trial period of the subscription program in accordance with certain promotional offers .,,,,,
7665,0,0,0,0,0,0,0,0,0,Headspace,40,0,all subscription services provide access through the products .,,,,,
7666,0,0,0,0,0,0,0,0,0,Headspace,40,0,"you can become a subscriber by purchasing a subscription to the products from the website , within the apps , where allowed by the app marketplace partners , or through a bundle with one or more of our bundle subscription partners .",,,,,
7667,0,0,0,0,0,0,0,0,0,Headspace,40,0,"please note that if you purchase a subscription through the apple itunes store or our iphone application , the sale is final , and we will not provide a refund .",,,,,
7668,0,0,0,0,0,0,0,0,0,Headspace,40,0,"your purchase will be subject to apple 's applicable payment policy , which also may not provide for refunds .",,,,,
7669,0,0,0,0,0,0,0,0,0,Headspace,40,0,"if you purchase a subscription through the google play store , the sale is final and we will not provide a refund .",,,,,
7670,0,0,0,0,0,0,0,0,0,Headspace,40,0,"your purchase will be subject to google 's applicable payment policy , which also may not provide for refunds .",,,,,
