Unnamed: 0,A,CH,CR,J,LAW,LTD,PINC,TER,USE,document,document_ID,label,text,TER_targets,LTD_targets,A_targets,CH_targets,CR_targets
3470,0,0,0,0,0,0,0,0,0,Academia,20,0,"if you decide to register through an sns , we will extract the personal information you have provided to the sns -lrb- such as your `` real '' name , email address and other information you make publicly available via the sns -rrb- from the account you have with the applicable sns and use that information to create your account .",,,,,
3471,0,0,0,0,0,0,0,0,0,Academia,20,0,the specific information that we extract may depend on the privacy settings you have with the sns .,,,,,
3472,0,0,0,0,0,0,0,0,0,Academia,20,0,you hereby consent to our access to and collection of such personal information about you .,,,,,
3473,0,0,0,0,0,0,0,0,0,Academia,20,0,"during the registration process , you will be required to provide certain information and you will establish a username and a password .",,,,,
3474,0,0,0,0,0,0,0,0,0,Academia,20,0,"you agree to provide accurate , current and complete information during the registration process and to update such information to keep it accurate , current and complete .",,,,,
3475,0,0,0,0,0,0,0,1,0,Academia,20,1,"academia.edu reserves the right to suspend or terminate your account if any information provided during the registration process or thereafter proves to be inaccurate , not current or incomplete .",[3],,,,
3476,0,0,0,0,0,0,0,0,0,Academia,20,0,you are responsible for safeguarding your password .,,,,,
3477,0,0,0,0,0,0,0,0,0,Academia,20,0,"you agree that you will not disclose your password to any third party and that you will take sole responsibility for any activities or actions under your account , whether or not you have authorized such activities or actions .",,,,,
3478,0,0,0,0,0,0,0,0,0,Academia,20,0,you will immediately notify academia.edu of any unauthorized use of your account .,,,,,
3479,0,0,0,0,0,0,0,0,0,Academia,20,0,see academia.edu 's privacy policy at academia.edu/privacy for information and notices concerning academia.edu 's collection and use of your personal information .,,,,,
3480,0,0,0,0,0,0,0,0,0,Academia,20,0,academia.edu may offer you the ability to access certain features through purchase of a recurring subscription -lrb- `` subscription '' -rrb- .,,,,,
3481,0,0,0,0,0,0,0,0,0,Academia,20,0,"when you purchase a subscription or make any other paid feature related purchase via the services -lrb- each , a `` transaction '' -rrb- , you expressly authorize us -lrb- or our third party payment processor , e.g. stripe -rrb- to charge you for such transaction .",,,,,
3482,0,0,0,0,0,0,0,0,0,Academia,20,0,"we may ask you to supply additional information relevant to your transaction , including , without limitation , your credit card number , the expiration date of your credit card , your billing address and additional information to verify your identity before completing your transaction -lrb- such information , `` payment information '' -rrb- .",,,,,
3483,0,0,0,0,0,0,0,0,0,Academia,20,0,you represent and warrant that you have the legal right to use all payment method -lrb- s -rrb- represented by any such payment information .,,,,,
3484,0,0,0,0,0,0,0,0,0,Academia,20,0,"when you initiate a transaction , you authorize us to store and continue billing you using your payment information and to provide your payment information to our third party payment processors as needed to complete your transactions .",,,,,
3485,0,0,0,0,0,0,0,0,0,Academia,20,0,we may also periodically authorize your payment method in anticipation of applicable fees or related charges .,,,,,
3486,0,0,0,0,0,0,0,0,0,Academia,20,0,"further , as part of our order processing procedures , we may screen orders for fraud or other undesirable activity .",,,,,
3487,0,0,0,0,0,0,0,0,0,Academia,20,0,"if we feel an order could be fraudulent , unauthorized , or illegal , we reserve the right to refuse to process that order .",,,,,
3488,0,0,0,0,0,0,0,0,0,Academia,20,0,your subscription continues until cancelled by you or we terminate your access to or use of the services or the subscription in accordance with these terms .,,,,,
3489,0,0,0,0,0,0,0,0,0,Academia,20,0,"if you elect to purchase an annual or monthly subscription , you will be charged the annual or monthly subscription fee -lrb- `` subscription fee '' -rrb- plus any applicable taxes , at the beginning of your subscription and each year or month thereafter , respectively , at the then-current rate .",,,,,
3490,0,0,0,0,0,0,0,0,0,Academia,20,0,"if you elect to purchase an annual subscription , we -lrb- or our third party payment processor -rrb- will automatically charge you on the anniversary of the commencement of your subscription using the payment information you have provided .",,,,,
3491,0,0,0,0,0,0,0,0,0,Academia,20,0,"if you elect to purchase a monthly subscription , we -lrb- or our third party payment processor -rrb- will automatically charge you each month , on the calendar day corresponding to the commencement of your subscription , using the payment information you have provided .",,,,,
3492,0,0,0,0,0,0,0,0,0,Academia,20,0,"in the event your subscription began on a day not contained in a given month , your payment method will be charged on a day in the applicable month or such other day as we deem appropriate .",,,,,
3493,0,0,0,0,0,0,0,0,0,Academia,20,0,"for example , if you started your subscription on january 31st , your next payment date is likely to be february 28th , and your payment method would be billed on that date .",,,,,
3494,0,0,0,0,0,0,0,0,0,Academia,20,0,"by agreeing to these terms and electing to purchase a subscription , you acknowledge that your subscription has recurring payment features and you accept responsibility for all recurring payment obligations prior to cancellation of your subscription by you or academia.edu .",,,,,
3495,0,0,0,0,0,0,0,0,0,Academia,20,0,we may offer subscriptions on a free trial basis -lrb- `` free trial '' -rrb- for a specified period of time .,,,,,
3496,0,0,0,0,0,0,0,0,0,Academia,20,0,"if we offer you a free trial , the specific terms of your free trial will be provided at signup and/or in the promotional materials describing the free trial and your use of the free trial is subject to your compliance with such specific terms .",,,,,
3497,0,0,0,0,0,0,0,0,0,Academia,20,0,free trials may not be combined with any other offer .,,,,,
3498,0,0,0,0,0,0,0,0,0,Academia,20,0,"except as may otherwise be provided in the specific terms for the free trial offer , free trials are only available to users who have not previously subscribed to the service in connection with which the free trial is being offered .",,,,,
3499,0,0,0,0,0,0,0,0,0,Academia,20,0,"when you agree to a free trial , you are also agreeing to sign up for a subscription as described above and , consequently , unless you cancel your subscription prior to the end of your free trial , we -lrb- or our third party payment processor -rrb- will begin charging your payment method on a recurring basis for the subscription fee -lrb- plus any applicable taxes -rrb- until you cancel your subscription .",,,,,
3500,0,0,0,0,0,0,0,0,0,Academia,20,0,instructions for cancelling your subscription are stated below in the `` cancelling subscriptions '' section .,,,,,
3501,0,0,0,0,0,0,0,1,0,Academia,20,1,"we reserve the right to modify or terminate free trials at any time , without notice and in our sole discretion .",[2],,,,
3502,0,0,0,0,0,0,0,0,0,Academia,20,0,you may cancel your subscription at any time .,,,,,
3503,0,0,0,0,0,0,0,0,0,Academia,20,0,"please note , however , that , except for the thirty -lrb- 30 -rrb- day period following the start of your subscription , all sales are final .",,,,,
3504,0,0,0,0,0,0,0,0,0,Academia,20,0,after the first thirty -lrb- 30 -rrb- day period following the start of your subscription you will not receive a refund of any portion of the subscription fee paid for the then current subscription period at the time of cancellation .,,,,,
3505,0,0,0,0,0,0,0,0,0,Academia,20,0,"to cancel , you can either -lrb- i -rrb- email us at support@academia.edu and follow instructions , if any , we provide to you in response to your cancellation request , or -lrb- ii -rrb- initiate a cancellation through your account settings within the services .",,,,,
3506,0,0,0,0,0,0,0,0,0,Academia,20,0,you will be responsible for all subscription fees incurred for the then current subscription period .,,,,,
3507,0,0,0,0,0,0,0,0,0,Academia,20,0,"if you cancel , your cancellation will be effective immediately , but academia.edu will allow you to access the subscription features until the most recently paid-up subscription period ends , and then we will terminate your access .",,,,,
3508,0,0,0,0,0,0,0,0,0,Academia,20,0,cancelling your subscription wo n't cancel your account .,,,,,
3509,0,0,0,0,0,0,0,0,0,Academia,20,0,see the termination and account cancellation section below for information on canceling your account .,,,,,
3510,0,0,0,0,0,0,0,0,0,Academia,20,0,please be aware that any fee or subscription plan is exclusive of all taxes .,,,,,
3511,0,0,0,0,0,0,0,0,0,Academia,20,0,"if at any point any applicable sales use , vat , gst , excise , withholding or similar taxes or levies , whether domestic or foreign , exist , the member is liable for them .",,,,,
3512,0,1,0,0,0,0,0,1,0,Academia,20,1,"if we believe , in our sole discretion , that any member of academia.edu or academia premium or other academia.edu paid services is in breach of our terms , or act outside of the letter or spirit of our terms , we reserve the right to add limitations to your access to www.academia.edu , up to and including terminating all access to www.academia.edu .",[1],,,"[0, 4]",
3513,0,0,0,0,0,0,0,0,0,Academia,20,0,"in this case , the member in question is not eligible for any refunds on any portion of their subscription payment .",,,,,
3514,0,0,0,0,0,0,0,0,0,Academia,20,0,"the site , services and collective content are protected by copyright , trademark , and other laws of the united states and foreign countries .",,,,,
3515,0,0,0,0,0,0,0,0,0,Academia,20,0,"you acknowledge and agree that the site , services and collective content , including all associated intellectual property rights , are the exclusive property of academia.edu and its licensors .",,,,,
3516,0,0,0,0,0,0,0,0,0,Academia,20,0,"you will not remove , alter or obscure any copyright , trademark , service mark or other proprietary rights notices incorporated in or accompanying the site , services or collective content .",,,,,
3517,0,0,0,0,0,0,0,0,0,Academia,20,0,licenses granted by academia.edu to academia.edu content and member content,,,,,
3518,0,0,0,0,0,0,0,0,0,Academia,20,0,"subject to your compliance with the terms and conditions of these terms , academia.edu authorizes you to download , view and print any academia.edu content , solely for your personal and non-commercial purposes , and to access and use the site and services , including to download , view and print any member content solely for your personal and non-commercial purposes , and subject to the restrictions set forth in these terms .",,,,,
3519,0,0,0,0,0,0,0,0,0,Academia,20,0,you have no right to sublicense the license rights granted in this section .,,,,,
3520,0,0,0,0,0,0,0,0,0,Academia,20,0,"you will not use , copy , adapt , modify , prepare derivative works based upon , distribute , license , sell , transfer , publicly display , publicly perform , transmit , stream , broadcast or otherwise exploit the site , services or collective content , or any related information to which you may have access ; except as expressly permitted in these terms .",,,,,
3521,0,0,0,0,0,0,0,0,0,Academia,20,0,"no licenses or rights are granted to you by implication or otherwise under any intellectual property rights owned or controlled by academia.edu or its licensors , except for the licenses and rights expressly granted in these terms .",,,,,
3522,0,0,0,0,0,0,0,0,0,Academia,20,0,"we may , in our sole discretion , permit members to post , upload , publish , submit or transmit member content .",,,,,
3523,0,0,0,0,0,0,0,0,0,Academia,20,0,"by making any member content available through the site or services , you hereby grant to academia.edu a worldwide , revocable , non-exclusive , transferable license to exercise any and all rights under copyright , in any medium , and to authorize others to do the same , in connection with operating and providing the services and content to you and to other members , provided that the member content is not sold for a profit .",,,,,
3524,0,0,0,0,0,0,0,0,0,Academia,20,0,academia.edu does not claim any ownership rights in any member content and nothing in these terms will be deemed to restrict any rights that you may have to use and exploit any member content .,,,,,
3525,0,0,0,0,0,0,0,0,0,Academia,20,0,you acknowledge and agree that you are solely responsible for all member content that you make available through the site or services .,,,,,
3526,0,0,0,0,0,0,0,0,0,Academia,20,0,"accordingly , you represent and warrant that : -lrb- i -rrb- you either are the sole and exclusive owner of all member content that you make available through the site or services or you have all rights , licenses , consents and releases that are necessary to grant to academia.edu the rights in such member content , as contemplated under these terms ; and -lrb- ii -rrb- neither the member content nor your posting , uploading , publication , submission or transmittal of the member content or academia.edu 's use of the member content -lrb- or any portion thereof -rrb- on , through or by means of the site or services will infringe , misappropriate or violate a third party 's patent , copyright , trademark , trade secret , moral rights or other intellectual property rights , or rights of publicity or privacy , or result in the violation of any applicable law or regulation .",,,,,
3527,0,0,0,0,0,0,0,0,0,Academia,20,0,content from social media and networking sites,,,,,
3528,0,0,0,0,0,0,0,0,0,Academia,20,0,"as part of the functionality of the site and services , you may link your account with online accounts you may have with third party service providers -lrb- each such account , a `` third party account '' -rrb- by either : -lrb- i -rrb- providing your third party account login information to academia.edu through the site or services ; or -lrb- ii -rrb- allowing academia.edu to access your third party account , as is permitted under the applicable terms and conditions that govern your use of each third party account .",,,,,
3529,0,0,0,0,0,0,0,0,0,Academia,20,0,"you represent that you are entitled to disclose your third party account login information to academia.edu and/or to grant academia.edu access to your third party account -lrb- including , but not limited to , for use for the purposes described herein -rrb- , without breach by you of any of the terms and conditions that govern your use of the applicable third party account and without obligating academia.edu to pay any fees or making academia.edu subject to any usage limitations imposed by such third party service providers .",,,,,
3530,0,0,0,0,0,0,0,0,0,Academia,20,0,"by granting academia.edu access to any third party accounts , you understand that academia.edu will access , make available and store -lrb- if applicable -rrb- any content that you have provided to and stored in your third party account -lrb- `` third party account content '' -rrb- so that it is available on and through the site and services via your account .",,,,,
3531,0,0,0,0,0,0,0,0,0,Academia,20,0,"unless otherwise specified in these terms , all third party account content , if any , will be considered to be member content for all purposes of these terms .",,,,,
3532,0,0,0,0,0,0,0,0,0,Academia,20,0,"depending on the third party accounts you choose and subject to the privacy settings that you have set in such third party accounts , personally identifiable information that you post to your third party accounts will be available on and through your account on the site and services .",,,,,
3533,0,0,0,0,0,0,0,0,0,Academia,20,0,"please note that if a third party account or associated service becomes unavailable or academia.edu 's access to such third party account is terminated by the third party service provider , then the third party account content that was available from such third party account will no longer be available on and through the site and services .",,,,,
3534,0,0,0,0,0,0,0,0,0,Academia,20,0,"you have the ability to disable the connection between your account and your third party accounts , at any time , by accessing your account settings page .",,,,,
3535,0,0,0,0,0,0,0,0,0,Academia,20,0,please note that your relationship with the third party service providers associated wth your third party accounts is governed solely by your agreement -lrb- s -rrb- with such third party service providers .,,,,,
3536,0,0,0,0,0,0,0,0,0,Academia,20,0,"academia.edu makes no effort to review any third party account content for any purpose , including but not limited to , for accuracy , legality or non-infringement and academia.edu is not responsible for any third party account content .",,,,,
3537,0,0,0,0,0,0,0,0,0,Academia,20,0,"we welcome and encourage you to provide feedback , comments and suggestions for improvements to the site or services -lrb- `` feedback '' -rrb- .",,,,,
3538,0,0,0,0,0,0,0,0,0,Academia,20,0,you may submit feedback by emailing us at feedback@academia.eduor through the `` ideas '' section of the site .,,,,,
3539,0,0,0,0,0,0,0,0,0,Academia,20,0,"you acknowledge and agree that if you submit any feedback to us , you hereby grant to us a non-exclusive , worldwide , perpetual , irrevocable , fully-paid , royalty-free , sub-licensable and transferable license under any and all intellectual property rights that you own or control to use , copy , modify , create derivative works based upon and otherwise exploit the feedback for any purpose .",,,,,
3540,0,0,0,0,0,0,0,0,0,Academia,20,0,you agree not to do any of the following :,,,,,
3541,0,0,0,0,0,0,0,0,0,Academia,20,0,"• post , upload , publish , submit or transmit any content that : -lrb- i -rrb- infringes , misappropriates or violates a third party 's patent , copyright , trademark , trade secret , moral rights or other intellectual property rights , or rights of publicity or privacy ; -lrb- ii -rrb- violates , or encourages any conduct that would violate , any applicable law or regulation or would give rise to civil liability ; -lrb- iii -rrb- is fraudulent , knowingly false , misleading or deceptive ; -lrb- iv -rrb- is defamatory , obscene , pornographic , vulgar or offensive ; -lrb- v -rrb- promotes discrimination , bigotry , racism , hatred , harassment or harm against any individual or group ; -lrb- vi -rrb- is violent or threatening or promotes violence or actions that are threatening to any person or entity ; or -lrb- vii -rrb- promotes illegal or harmful activities or substances ;",,,,,
3542,0,0,0,0,0,0,0,0,0,Academia,20,0,• disclose information that you do not have the right to disclose -lrb- such as confidential information of others -lrb- including your employer -rrb- ;,,,,,
3543,0,0,0,0,0,0,0,0,0,Academia,20,0,"• use , display , mirror or frame the site , or any individual element within the site or services , academia.edu 's name , any academia.edu trademark , logo or other proprietary information , or the layout and design of any page or form contained on a page , without academia.edu 's express written consent ;",,,,,
3544,0,0,0,0,0,0,0,0,0,Academia,20,0,"• access , tamper with , or use non-public areas of the site , academia.edu 's computer systems , or the technical delivery systems of academia.edu 's providers ;",,,,,
3545,0,0,0,0,0,0,0,0,0,Academia,20,0,"• attempt to probe , scan , or test the vulnerability of any academia.edu system or network or breach any security or authentication measures ;",,,,,
3546,0,0,0,0,0,0,0,0,0,Academia,20,0,"• avoid , bypass , remove , deactivate , impair , descramble or otherwise circumvent any technological measure implemented by academia.edu or any of academia.edu 's providers or any other third party -lrb- including another user -rrb- to protect the site , services or collective content ;",,,,,
3547,0,0,0,0,0,0,0,0,0,Academia,20,0,"• scrape or copy profiles and information of others through any means -lrb- including crawlers , browser plugins and add-ons , and any other technology or manual work -rrb- ;",,,,,
3548,0,0,0,0,0,0,0,0,0,Academia,20,0,"• sell , sponsor , or otherwise monetize any feature of the services , without academia.edu 's consent ;",,,,,
3549,0,0,0,0,0,0,0,0,0,Academia,20,0,"• attempt to access or search the site , services or collective content or download collective content from the site or services through the use of any engine , software , tool , agent , device or mechanism -lrb- including spiders , robots , crawlers , data mining tools or the like -rrb- other than the software and/or search agents provided by academia.edu or other generally available third party web browsers ;",,,,,
3550,0,0,0,0,0,0,0,0,0,Academia,20,0,"• use bots or other automated methods to access the services , add or download contacts or profile information ;",,,,,
3551,0,0,0,0,0,0,0,0,0,Academia,20,0,"• send any unsolicited or unauthorized advertising , promotional materials , email , junk mail , spam , chain letters or other form of solicitation ;",,,,,
3552,0,0,0,0,0,0,0,0,0,Academia,20,0,"• use any meta tags or other hidden text or metadata utilizing a academia.edu trademark , logo url or product name without academia.edu 's express written consent ;",,,,,
3553,0,0,0,0,0,0,0,0,0,Academia,20,0,"• use the site , services or collective content for any commercial purpose or the benefit of any third party or in any manner not permitted by these terms ;",,,,,
3554,0,0,0,0,0,0,0,0,0,Academia,20,0,"• forge any tcp/ip packet header or any part of the header information in any email or newsgroup posting , or in any way use the site , services or collective content to send altered , deceptive or false source-identifying information ;",,,,,
3555,0,0,0,0,0,0,0,0,0,Academia,20,0,"• attempt to decipher , decompile , disassemble or reverse engineer any of the software used to provide the site , services or collective content ;",,,,,
3556,0,0,0,0,0,0,0,0,0,Academia,20,0,"• interfere with , or attempt to interfere with , the access of any user , host or network , including , without limitation , sending a virus , overloading , flooding , spamming , or mail-bombing the site or services ;",,,,,
3557,0,0,0,0,0,0,0,0,0,Academia,20,0,• collect or store any personally identifiable information from the site or services from other users of the site or services without their express permission ;,,,,,
3558,0,0,0,0,0,0,0,0,0,Academia,20,0,• impersonate or misrepresent your affiliation with any person or entity ;,,,,,
3559,0,0,0,0,0,0,0,0,0,Academia,20,0,• violate any applicable law or regulation ; or,,,,,
3560,0,0,0,0,0,0,0,0,0,Academia,20,0,• encourage or enable any other individual to do any of the foregoing .,,,,,
3561,0,0,0,0,0,0,0,0,0,Academia,20,0,academia.edu will have the right to investigate and prosecute violations of any of the above to the fullest extent of the law .,,,,,
3562,0,0,0,0,0,0,0,0,0,Academia,20,0,academia.edu may involve and cooperate with law enforcement authorities in prosecuting users who violate these terms .,,,,,
3563,0,0,0,0,0,0,0,0,0,Academia,20,0,"you acknowledge that academia.edu has no obligation to monitor your access to or use of the site , services or collective content or to review or edit any collective content , but has the right to do so for the purpose of operating the site and services , to ensure your compliance with these terms , or to comply with applicable law or the order or requirement of a court , administrative agency or other governmental body .",,,,,
3564,0,0,1,0,0,0,0,0,0,Academia,20,1,"academia.edu reserves the right , at any time and without prior notice , to remove or disable access to any collective content , including , but not limited to , collective content that academia.edu , at its sole discretion , considers to be in violation of these terms or otherwise harmful to the site or services .",,,,,"[0, 4]"
3565,0,0,0,0,0,0,0,0,0,Academia,20,0,academia.edu respects copyright law and expects its users to do the same .,,,,,
3566,0,0,0,0,0,0,0,1,0,Academia,20,1,"it is academia.edu 's policy to terminate , in appropriate circumstances , members or other account holders who repeatedly infringe or are believed to be repeatedly infringing the rights of copyright holders .",[4],,,,
3567,0,0,0,0,0,0,0,0,0,Academia,20,0,"please see academia.edu 's copyright policy at academia.edu/copyright , for further information .",,,,,
3568,0,0,0,0,0,0,0,0,0,Academia,20,0,the site or services may contain links to third-party websites or resources .,,,,,
3569,0,0,0,0,0,0,0,0,0,Academia,20,0,"you acknowledge and agree that academia.edu is not responsible or liable for : -lrb- i -rrb- the availability or accuracy of such websites or resources ; or -lrb- ii -rrb- the content , products , or services on or available from such websites or resources .",,,,,
3570,0,0,0,0,0,0,0,0,0,Academia,20,0,"links to such websites or resources do not imply any endorsement by academia.edu of such websites or resources or the content , products , or services available from such websites or resources .",,,,,
3571,0,0,0,0,0,0,0,0,0,Academia,20,0,"you acknowledge sole responsibility for and assume all risk arising from your use of any such websites or resources or the content , products , or services on or available from such websites or resources .",,,,,
3572,0,0,0,0,0,0,0,1,0,Academia,20,1,"academia.edu reserves the right , at its sole discretion , to discontinue or terminate the site and services and to terminate these terms , at any time and without prior notice .","[2, 27]",,,,
3573,0,0,0,0,0,0,0,1,0,Academia,20,1,"if you breach any of these terms , academia.edu will have the right to suspend or disable your account or terminate these terms , at its sole discretion and without prior notice to you .","[1, 27]",,,,
3574,0,0,0,0,0,0,0,1,0,Academia,20,1,"academia.edu reserves the right to revoke your access to and use of the site , services and collective content at any time , with or without cause .",[2],,,,
3575,0,0,0,0,0,0,0,0,0,Academia,20,0,you may cancel your account at any time by visiting your account settings page and clicking on `` remove '' or by sending an email to feedback@academia.edu .,,,,,
3576,0,0,0,0,0,0,0,0,0,Academia,20,0,"the site , services and collective content are provided `` as is '' , without warranty of any kind , either express or implied .",,,,,
3577,0,0,0,0,0,0,0,0,0,Academia,20,0,"without limiting the foregoing , academia.edu explicitly disclaims any warranties of merchantability , fitness for a particular purpose , quiet enjoyment or non-infringement , and any warranties arising out of course of dealing or usage of trade .",,,,,
3578,0,0,0,0,0,0,0,0,0,Academia,20,0,"academia.edu makes no warranty that the site , services or collective content will meet your requirements or be available on an uninterrupted , secure , or error-free basis .",,,,,
3579,0,0,0,0,0,0,0,0,0,Academia,20,0,"academia.edu makes no warranty regarding the quality of any products , services or collective content purchased or obtained through the site or services or the accuracy , timeliness , truthfulness , completeness or reliability of any content obtained through the site or services .",,,,,
3580,0,0,0,0,0,0,0,0,0,Academia,20,0,"no advice or information , whether oral or written , obtained from academia.edu or through the site , services or collective content , will create any warranty not expressly made herein .",,,,,
3581,0,0,0,0,0,0,0,0,0,Academia,20,0,you are solely responsible for all of your communications and interactions with other users of the site and services and with other persons with whom you communicate or interact as a result of your use of the site or services .,,,,,
3582,0,0,0,0,0,0,0,0,0,Academia,20,0,"you understand that academia.edu does not screen or inquire into the background of any users of the site or services , nor does academia.edu make any attempt to verify the statements of users of the site or services .",,,,,
3583,0,0,0,0,0,0,0,0,0,Academia,20,0,academia.edu makes no representations or warranties as to the conduct of users of the site or services or their compatibility with any current or future users of the site or services .,,,,,
3584,0,0,0,0,0,0,0,0,0,Academia,20,0,"you agree to take reasonable precautions in all communications and interactions with other users of the site and services and with other persons with whom you communicate or interact as a result of your use of the site or services , particularly if you decide to meet offline or in person .",,,,,
3585,0,0,0,0,0,0,0,0,0,Academia,20,0,"you agree to defend , indemnify , and hold academia.edu , its officers , directors , employees and agents , harmless from and against any claims , liabilities , damages , losses , and expenses , including , without limitation , reasonable legal and accounting fees , arising out of or in any way connected with your access to or use of the site , services or collective content , or your violation of these terms .",,,,,
3586,0,0,0,0,0,0,0,0,0,Academia,20,0,"you acknowledge and agree that , to the maximum extent permitted by law , the entire risk arising out of your access to and use of the site , services and collective content remains with you .",,,,,
3587,0,0,0,0,0,1,0,0,0,Academia,20,1,"neither academia.edu nor any other person or entity involved in creating , producing , or delivering the site , services or collective content will be liable for any incidental , special , exemplary or consequential damages , or lost profits , loss of data or loss of goodwill , service interruption , computer damage or system failure or the cost of substitute products or services , or for any damages for personal or bodily injury or emotional distress arising out of or in connection with these terms or from the use of or inability to use the site , services or collective content , or from any communications , interactions or meetings with other users of the site or services or other persons with whom you communicate or interact as a result of your use of the site or services , whether based on warranty , contract , tort -lrb- including negligence -rrb- , product liability or any other legal theory , whether or not academia.edu has been informed of the possibility of such damage , and whether or not foreseeable , even if a limited remedy set forth herein is found to have failed of its essential purpose .",,"[5, 3, 2, 9, 13, 8, 15, 16, 1]",,,
3588,0,0,0,0,0,1,0,0,0,Academia,20,1,"in no event will academia.edu 's aggregate liability arising out of or in connection with these terms or from the use of or inability to use the site , services or collective content exceed the greater of fifty dollars -lrb- $ 50 -rrb- and subscription fees paid by you during the 12 month period before the act giving rise to the liability .",,[4],,,
3589,0,0,0,0,0,0,0,0,0,Academia,20,0,the limitations of damages set forth above are fundamental elements of the basis of the bargain between academia.edu and you .,,,,,
3590,0,0,0,0,0,0,0,0,0,Academia,20,0,"some jurisdictions do not allow the exclusion or limitation of liability for consequential or incidental damages , so the above limitation may not apply to you .",,,,,
3591,0,0,0,0,0,0,0,0,0,Academia,20,0,"all trademarks , service marks , logos , trade names and any other proprietary designations of academia.edu used herein are trademarks or registered trademarks of academia.edu .",,,,,
3592,0,0,0,0,0,0,0,0,0,Academia,20,0,"any other trademarks , service marks , logos , trade names and any other proprietary designations are the trademarks or registered trademarks of their respective parties .",,,,,
3593,0,0,0,0,1,0,0,0,0,Academia,20,1,these terms and any action related thereto will be governed by the laws of the state of california without regard to its conflict of laws provisions .,,,,,
3594,0,0,0,0,0,0,0,0,0,Academia,20,0,"these terms constitute the entire and exclusive understanding and agreement between academia.edu and you regarding the site , services and collective content , and these terms supersede and replace any and all prior oral or written understandings or agreements between academia.edu and you regarding the site , services and collective content .",,,,,
3595,0,0,0,0,0,0,0,0,0,Academia,20,0,"you may not assign or transfer these terms , by operation of law or otherwise , without academia.edu 's prior written consent .",,,,,
3596,0,0,0,0,0,0,0,0,0,Academia,20,0,"any attempt by you to assign or transfer these terms , without such consent , will be null and of no effect .",,,,,
3597,0,0,0,0,0,0,0,0,0,Academia,20,0,"academia.edu may assign or transfer these terms , at its sole discretion , without restriction .",,,,,
3598,0,0,0,0,0,0,0,0,0,Academia,20,0,"subject to the foregoing , these terms will bind and inure to the benefit of the parties , their successors and permitted assigns .",,,,,
3599,0,0,0,0,0,0,0,0,0,Academia,20,0,"any notices or other communications permitted or required hereunder , including those regarding modifications to these terms , will be in writing and given by academia.edu -lrb- i -rrb- via email -lrb- in each case to the address that you provide -rrb- ; or -lrb- ii -rrb- by posting to the site .",,,,,
3600,0,0,0,0,0,0,0,0,0,Academia,20,0,"for notices made by e-mail , the date of receipt will be deemed the date on which such notice is transmitted .",,,,,
3601,1,0,0,0,0,0,0,0,0,Academia,20,1,"you and academia.edu agree that any dispute , claim or controversy arising out of or relating to these terms or the breach , termination , enforcement , interpretation or validity thereof or the use of the site or services -lrb- collectively , `` disputes '' -rrb- will be settled by binding arbitration , except that each party retains the right : -lrb- i -rrb- to bring an individual action in small claims court and -lrb- ii -rrb- to seek injunctive or other equitable relief in a court of competent jurisdiction to prevent the actual or threatened infringement , misappropriation or violation of a party 's copyrights , trademarks , trade secrets , patents or other intellectual property rights -lrb- the action described in the foregoing clause -lrb- ii -rrb- , an `` ip protection action '' -rrb- .",,,[1],,
3602,0,0,0,0,0,0,0,0,0,Academia,20,0,-lrb- the actions described in clauses -lrb- i -rrb- and -lrb- ii -rrb- are the `` litigable actions . '' -rrb-,,,,,
3603,0,0,0,0,0,0,0,0,0,Academia,20,0,"without limiting the preceding sentence , you will also have the right to litigate any dispute other than a litigable action , if you provide academia.edu with written notice of your desire to do so by email or regular mail at 251 kearny st , 5th floor , san francisco ca 94108 within thirty -lrb- 30 -rrb- days following the date you first agree to these terms -lrb- such notice , an `` arbitration opt-out notice '' -rrb- .",,,,,
3604,0,0,0,0,0,0,0,0,0,Academia,20,0,"if you do n't provide academia.edu with an arbitration opt-out notice within the thirty -lrb- 30 -rrb- day period , you will be deemed to have knowingly and intentionally waived your right to litigate any dispute except for litigable actions .",,,,,
3605,0,0,0,1,0,0,0,0,0,Academia,20,1,"the exclusive jurisdiction and venue of any ip protection action or , if you timely provide academia.edu with an arbitration opt-out notice , any dispute other than an individual action brought in small claims court , will be the state and federal courts located in the northern district of california and each of the parties hereto waives any objection to jurisdiction and venue in such courts .",,,,,
3606,0,0,0,0,0,0,0,0,0,Academia,20,0,"unless you timely provide cir with an arbitration opt-out notice , you acknowledge and agree that you and academia.edu are each waiving the right to a trial by jury or to participate as a plaintiff or class member in any purported class action or representative proceeding .",,,,,
3607,0,0,0,0,0,0,0,0,0,Academia,20,0,"further , unless both you and academia.edu otherwise agree in writing , the arbitrator may not consolidate more than one person 's claims , and may not otherwise preside over any form of any class or representative proceeding .",,,,,
3608,0,0,0,0,0,0,0,0,0,Academia,20,0,"if this specific paragraph is held unenforceable , then the entirety of this `` dispute resolution '' section will be deemed void .",,,,,
3609,0,0,0,0,0,0,0,0,0,Academia,20,0,"except as provided in the preceding sentence , this `` dispute resolution '' section will survive any termination of these terms .",,,,,
3610,0,0,0,0,0,0,0,0,0,Academia,20,0,arbitration rules and governing law .,,,,,
3611,0,0,0,0,0,0,0,0,0,Academia,20,0,"the arbitration will be administered by the american arbitration association -lrb- `` aaa '' -rrb- in accordance with the commercial arbitration rules and the supplementary procedures for consumer related disputes -lrb- the `` aaa rules '' -rrb- then in effect , except as modified by this `` dispute resolution '' section .",,,,,
