,Index,Topic,Title,article Id,Data-set,Sentence,C_Label,NA_Label,Mapped Claims,evidence_targets,Topic id
1000,1000,This house believes atheism is the only way,Criticism of religion,2228,train and test,"the reverse was also found to be true : a large "" atheist "" ( non-religious ) population "" has negative spillover effects "" for both the religious and non-religious members of the population [ ref ] .",0,1,[],[],648.0
1001,1001,This house believes atheism is the only way,Criticism of religion,2228,train and test,"finally , a recent systematic review of 850 research papers on the topic concluded that "" the majority of well - conducted studies found that higher levels of religious involvement are positively associated with indicators of psychological well - being ( life satisfaction , happiness , positive affect , and higher morale ) and with less depression , suicidal thoughts and behavior , drug / alcohol use / abuse . """,0,1,[],[],648.0
1002,1002,This house believes atheism is the only way,Criticism of religion,2228,train and test,"however , as of 2001 , most of those studies were conducted within the united states [ ref ] .",0,1,[],[],648.0
1003,1003,This house believes atheism is the only way,Criticism of religion,2228,train and test,"according to a 2007 paper by liesbeth snoep in the journal of happiness studies , there is no significant correlation between religiosity and individual happiness in denmark and the netherlands , countries that have lower rates of religion than the united states [ ref ] .",0,1,[],[],648.0
1004,1004,This house believes atheism is the only way,Criticism of religion,2228,train and test,"further , these studies do not differentiate between the non-religious and those who are atheist or agnostic .",0,1,[],[],648.0
1005,1005,This house believes atheism is the only way,Criticism of religion,2228,train and test,"so while it may be that the larger group of non-religious as less satisfied , etc. , than the religious , they do not define whether those who have a strong commitment to atheism are just as unsatisfied as those who are simply uncommitted .",0,1,[],[],648.0
1006,1006,This house believes atheism is the only way,Criticism of religion,2228,train and test,some aspects of religion are criticized on the basis that they damage society as a whole .,0,1,[],[],648.0
1007,1007,This house believes atheism is the only way,Criticism of religion,2228,train and test,"critics such as bertrand russell and richard dawkins cite religiously inspired or justified violence , resistance to social change , attacks on science , repression of women , and homophobia [ ref ] .",0,1,[],[],648.0
1008,1008,This house believes atheism is the only way,Criticism of religion,2228,train and test,"most religions hold their teachings or revelations to be those that are the closest to the universal truths and those of other religions to be further from , or more often , in direct contradiction with these truths .",0,1,[],[],648.0
1009,1009,This house believes atheism is the only way,Criticism of religion,2228,train and test,"critics of this worldview claim that this monopoly of universal truths leads , inevitably , to a very ingrained "" us vs. them "" group solidarity and mentality ( often referred to as moral superiority ) which , to a wide range of extents , dehumanise or demonise individuals outside the particular faith as "" not fully human "" , or in some way less worthy and less deserving of rights and regard .",0,1,[],[],648.0
1010,1010,This house believes atheism is the only way,Criticism of religion,2228,train and test,"results can , based on the fanaticism of this belief , vary from mild discrimination to outright genocide [ ref ] .",0,1,[],[],648.0
1011,1011,This house believes atheism is the only way,Criticism of religion,2228,train and test,"one study [ ref ] has shown that there is a direct correlation between religiosity and societal dysfunction , including homicide , sexual disease , teenage pregnancy and marital problems .",0,1,[],[],648.0
1012,1012,This house believes atheism is the only way,Criticism of religion,2228,train and test,"data for this study was obtained from approximately 23,000 people in almost all ( 17 ) of the developed democracies .",0,1,[],[],648.0
1013,1013,This house believes atheism is the only way,Criticism of religion,2228,train and test,"while the data was multi-national , further evidence of religion 's effect on societal health was concluded from regional differences in the united states .",0,1,[],[],648.0
1014,1014,This house believes atheism is the only way,Criticism of religion,2228,train and test,according to paleontologist gregory s. paul : .,0,1,[],[],648.0
1015,1015,This house believes atheism is the only way,Criticism of religion,2228,train and test,"there is evidence that within the u.s. strong disparities in religious belief versus acceptance of evolution are correlated with similarly varying rates of societal dysfunction , the strongly theistic , anti-evolution south and mid-west having markedly worse homicide , mortality , std , youth pregnancy , marital and related problems than the northeast where societal conditions , secularization , and acceptance of evolution approach european norms .",0,1,[],[],648.0
1016,1016,This house believes atheism is the only way,Criticism of religion,2228,train and test,an analysis published later in the same journal contends that a number of methodological problems undermine any findings or conclusions to be taken from paul 's research [ ref ] .,0,1,[],[],648.0
1017,1017,This house believes atheism is the only way,Criticism of religion,2228,train and test,critics such as hitchens and dawkins say that religions do tremendous harm to society in three ways : [ ref ] [ ref ] .,0,1,[],[],648.0
1018,1018,This house believes atheism is the only way,Criticism of religion,2228,train and test,"religions sometimes use war , violence , and terrorism to promote their religious goals",0,1,[],[],648.0
1019,1019,This house believes atheism is the only way,Criticism of religion,2228,train and test,religious leaders contribute to secular wars and terrorism by endorsing or supporting the violence,0,1,[],[],648.0
1020,1020,This house believes atheism is the only way,Criticism of religion,2228,train and test,religious fervor is exploited by secular leaders to support war and terrorism .,0,1,[],[],648.0
1021,1021,This house believes atheism is the only way,Criticism of religion,2228,train and test,"examples of religion - based wars include the mideast conflict between israel and neighboring muslim countries , the crusades , the troubles in northern ireland , french wars of religion , european wars of religion , the taiping rebellion , islamic jihad , the second sudanese civil war , the indo - pakistani war of 1947 , the sri lankan civil war , and jewish - roman wars .",0,1,[],[],648.0
1022,1022,This house believes atheism is the only way,Criticism of religion,2228,train and test,"examples of religion - based violence and terrorism include the mormon - led mountain meadows massacre and muslim - led attacks such as the september 11 , 2001 attacks , the 2008 mumbai attacks , the 2005 london bombings , and the bali bombings .",0,1,[],[],648.0
1023,1023,This house believes atheism is the only way,Criticism of religion,2228,train and test,these attacks are carried out by those with very strong religious convictions .,0,1,[],[],648.0
1024,1024,This house believes atheism is the only way,Criticism of religion,2228,train and test,these acts of religious terrorism are seen by the terrorists as small skirmishes in the context of a much larger global religious war [ ref ] .,0,1,[],[],648.0
1025,1025,This house believes atheism is the only way,Criticism of religion,2228,train and test,"although the causes of terrorism are complex , it may be that terrorists are partially reassured by their religious views that god is on their side and will reward them in heaven for punishing unbelievers [ ref ] .",0,1,[],[],648.0
1026,1026,This house believes atheism is the only way,Criticism of religion,2228,train and test,"these conflicts are among the most difficult to resolve , particularly where both sides believe that god is on their side and has endorsed the moral righteousness of their claims [ ref ] .",0,1,[],[],648.0
1027,1027,This house believes atheism is the only way,Criticism of religion,2228,train and test,"one of the most infamous quotes associated with religious fanaticism was made in 1209 during the siege of béziers , a crusader asked the papal legate arnaud amalric how to tell catholics from cathars when the city was taken , to which amalric replied :",0,1,[],[],648.0
1028,1028,This house believes atheism is the only way,Criticism of religion,2228,train and test,""" tuez - les tous ; dieu reconnaitra les siens , "" or "" kill them all ; god will recognize his . """,0,1,[],[],648.0
1029,1029,This house believes atheism is the only way,Criticism of religion,2228,train and test,theoretical physicist michio kaku considers religious terrorism as one of the main threats in humanity 's evolution from a type 0 to type 1 civilization [ ref ] .,0,1,[],[],648.0
1030,1030,This house believes atheism is the only way,Criticism of religion,2228,train and test,some argue that religious violence is mostly caused by misinterpretations of the relevant religions ' ethical rules and a combination of non-religious factors [ ref ] .,0,1,[],[],648.0
1031,1031,This house believes atheism is the only way,Criticism of religion,2228,train and test,"robert pape argues that the news reports about suicide attacks are profoundly misleading : "" there is little connection between suicide terrorism and islamic fundamentalism , or any one of the world 's religions "" .",0,1,[],[],648.0
1032,1032,This house believes atheism is the only way,Criticism of religion,2228,train and test,"after studying 315 suicide attacks carried out over the last two decades , he concludes that suicide bombers ' actions stem from political conflict , not religion [ ref ] .",0,1,[],[],648.0
1033,1033,This house believes atheism is the only way,Criticism of religion,2228,train and test,michael a. sheehan argues that many terrorist groups use religious and cultural terms to conceal political goals and gain popular support [ ref ] .,0,1,[],[],648.0
1034,1034,This house believes atheism is the only way,Criticism of religion,2228,train and test,"terry nardin suggests that religious terrorism does not differ in "" character and causes , from political terrorism . """,0,1,[],[],648.0
1035,1035,This house believes atheism is the only way,Criticism of religion,2228,train and test,"[ ref ] mark juergensmeyer argues that religion "" does not ordinarily lead to violence.that happens only with the coalescence of a peculiar set of circumstances — political , social , and ideological — when religion becomes fused with violent expressions of social aspirations , personal pride , and movements for political change . """,0,1,[],[],648.0
1036,1036,This house believes atheism is the only way,Criticism of religion,2228,train and test,"[ ref ] and that the use of the term "" terrorist "" depends on whether or not the speaker believes the acts involved are warranted [ ref ] .",0,1,[],[],648.0
1037,1037,This house believes atheism is the only way,Criticism of religion,2228,train and test,believers have also responded to atheists in these discussions by pointing to the widespread imprisonment and mass murder of individuals under atheist states in the twentieth century : [ ref ] [ ref ] [ ref ] .,0,1,[],[],648.0
1038,1038,This house believes atheism is the only way,Criticism of religion,2228,train and test,"h. allen orr also attributed many of the historical religious violent activities to the secular and political roles that were performed by the church in the past and noted that the recent absence of religion among the government of modern communist nations did not lead to mao zedong , pol pot , or joseph stalin leading any less violently [ ref ] .",0,1,[],[],648.0
1039,1039,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in response to some apologists who note that the lack of religion did not prevent many modern dictators from committing great acts of violence , christopher hitchens said : "" it is interesting to find that people of faith now seek defensively to say that they are no worse than fascists or nazis or stalinists . """,0,1,[],[],648.0
1040,1040,This house believes atheism is the only way,Criticism of religion,2228,train and test,"[ ref ] furthermore , richard dawkins , in response to pope benedict 's accusations that atheism was responsible for "" some 20th century atrocities "" , has replied : "" how dare ratzinger suggest that atheism has any connection whatsoever with their horrific deeds ?",1,0,"['atheism was responsible for ""some 20th century atrocities']",[],648.0
1041,1041,This house believes atheism is the only way,Criticism of religion,2228,train and test,any more than hitler and stalin 's non-belief in leprechauns or unicorns .,0,1,[],[],648.0
1042,1042,This house believes atheism is the only way,Criticism of religion,2228,train and test,there is no logical pathway from atheism to wickedness .,0,1,[],[],648.0
1043,1043,This house believes atheism is the only way,Criticism of religion,2228,train and test,"john william draper and andrew dickson white , authors of the conflict thesis , have argued that when a religion offers a complete set of answers to the problems of purpose , morality , origins , or science , it often discourages exploration of those areas by suppressing curiosity , denies its followers a broader perspective , and can prevent social , moral and scientific progress .",0,1,[],[],648.0
1044,1044,This house believes atheism is the only way,Criticism of religion,2228,train and test,"examples of scientific suppression by the roman catholic church include the trial of galileo for arguing that the earth revolves around the sun , and the execution of scientist and philosopher giordano bruno .",0,1,[],[],648.0
1045,1045,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in more recent time , many debates have arisen that follow a pattern of faith versus reason , in particular the rise of fundamentalist and bible literalist opposition to science and liberal democracy .",0,1,[],[],648.0
1046,1046,This house believes atheism is the only way,Criticism of religion,2228,train and test,"examples include the creation - evolution controversy , and controversies over the use of birth control , the separation of church and state , opposition to research into embryonic stem cells , or theological objections to vaccination , anesthesia , and blood transfusion [ ref ] .",0,1,[],[],648.0
1047,1047,This house believes atheism is the only way,Criticism of religion,2228,train and test,during the 19th century what scholars today call the historical conflict thesis developed .,0,1,[],[],648.0
1048,1048,This house believes atheism is the only way,Criticism of religion,2228,train and test,"according to this model , any interaction between religion and science must inevitably lead to open hostility , with religion usually taking the part of the aggressor against new scientific ideas [ ref ] .",0,1,[],[],648.0
1049,1049,This house believes atheism is the only way,Criticism of religion,2228,train and test,"the historical conflict thesis was a popular historiographical approach in the history of science during the late 19th and early 20th centuries , but its original form is almost entirely discarded by scholars today [ ref ] .",0,1,[],[],648.0
1050,1050,This house believes atheism is the only way,Criticism of religion,2228,train and test,"despite that , conflict theory remains a popular view among the general public , [ ref ] and has been publicized by the success of books such as the god delusion .",0,1,[],[],648.0
1051,1051,This house believes atheism is the only way,Criticism of religion,2228,train and test,"historians of science including john hedley brooke and ronald numbers consider the "" religion vs. science "" concept an oversimplification , and prefer to take a more nuanced view of the subject [ ref ] .",0,1,[],[],648.0
1052,1052,This house believes atheism is the only way,Criticism of religion,2228,train and test,"these historians cite , for example , the galileo affair [ ref ] and the scopes trial , [ ref ] and assert that these were not purely instances of conflict between science and religion ; personal and political factors also weighed heavily in the development of each .",0,1,[],[],648.0
1053,1053,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in addition , some historians contend that religious organizations figure prominently in the broader histories of many sciences , with many of the scientific minds until the professionalization of scientific enterprise ( in the 19th century ) being clergy and other religious thinkers [ ref ] .",0,1,[],[],648.0
1054,1054,This house believes atheism is the only way,Criticism of religion,2228,train and test,"some historians contend that many scientific developments , such as kepler 's laws [ ref ] and the 19th century reformulation of physics in terms of energy , [ ref ] were explicitly driven by religious ideas .",0,1,[],[],648.0
1055,1055,This house believes atheism is the only way,Criticism of religion,2228,train and test,some religions have destroyed important artistic works and cultural or religious artifacts .,0,1,[],[],648.0
1056,1056,This house believes atheism is the only way,Criticism of religion,2228,train and test,the taliban destroyed the bamyan buddhas in afghanistan in 2001 in the name of islam .,0,1,[],[],648.0
1057,1057,This house believes atheism is the only way,Criticism of religion,2228,train and test,"catholic priest diego de landa almost single handedly destroyed all knowledge of the mayan hieroglyphs , with the desire to wipe out the mayan religion .",0,1,[],[],648.0
1058,1058,This house believes atheism is the only way,Criticism of religion,2228,train and test,"during the english civil war , parliamentarian soldiers destroyed two of the eleanor crosses , one at cheapside in london and another in stony stratford in buckinghamshire , as they were viewed to be relics of the catholic faith to which , as puritans , they were opposed .",0,1,[],[],648.0
1059,1059,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in 1989 , muslim religious leader ayatollah khomeini issued a religious edict condemning author salman rushdie to death for the publication of the satanic verses [ ref ] .",0,1,[],[],648.0
1060,1060,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in 2005 , many muslims protested against the publication of cartoons depicting mohammad .",0,1,[],[],648.0
1061,1061,This house believes atheism is the only way,Criticism of religion,2228,train and test,"muslims in bangladesh issued a fatwa ( religious decree ) calling for the death of poet and author taslima nasrin because of the women 's rights issues raised in her books , particularly her novel lajja [ ref ] .",0,1,[],[],648.0
1062,1062,This house believes atheism is the only way,Criticism of religion,2228,train and test,"nobel peace laureate , muslim , and human rights activist shirin ebadi has criticized dogmatic islam as morally deficient , arguing that it elevates to moral status many ancient and ill - informed rules that may have been designed for reasons of hygiene , politics , or other reasons in a bygone era [ ref ] .",0,1,[],[],648.0
1063,1063,This house believes atheism is the only way,Criticism of religion,2228,train and test,"an example of this would be the idea that women and men must be kept separate , or that women who do not cover themselves up modestly have tendencies for immorality , or are in some way responsible for sexual assault [ ref ] .",0,1,[],[],648.0
1064,1064,This house believes atheism is the only way,Criticism of religion,2228,train and test,dawkins contends that theistic religions devalue human compassion and morality .,1,0,['theistic religions devalue human compassion and morality'],"[125, 109, 177, 156]",648.0
1065,1065,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in his view , the bible contains many injunctions against following one 's conscience over scripture , and positive actions are supposed to originate not from compassion , but from the fear of punishment [ ref ] .",0,1,[],[],648.0
1066,1066,This house believes atheism is the only way,Criticism of religion,2228,train and test,"religious institutions typically declare they have special knowledge of absolute morality and invoke this in order to hinder debates on many issues such as stem cell research , euthanasia , and same - sex marriage [ ref ] .",0,1,[],[],648.0
1067,1067,This house believes atheism is the only way,Criticism of religion,2228,train and test,"many major religions , most prominently traditional christianity , islam , hinduism and orthodox judaism , consider homosexuality immoral .",0,1,[],[],648.0
1068,1068,This house believes atheism is the only way,Criticism of religion,2228,train and test,"singer elton john said organized religion promotes the hatred of homosexuals : "" i think religion has always tried to turn hatred towards gay people .",0,1,[],[],648.0
1069,1069,This house believes atheism is the only way,Criticism of religion,2228,train and test,organized religion does not seem to work .,0,1,[],[],648.0
1070,1070,This house believes atheism is the only way,Criticism of religion,2228,train and test,it turns people into really hateful lemmings and it 's not really compassionate .,0,1,[],[],648.0
1071,1071,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in the united states , conservative christian groups such as the christian legal society and the alliance defense fund have filed numerous lawsuits against public universities , aimed at overturning policies that protect homosexuals from discrimination and hate speech .",0,1,[],[],648.0
1072,1072,This house believes atheism is the only way,Criticism of religion,2228,train and test,these groups argue that such policies infringe their right to freely exercise religion as guaranteed by the free exercise clause of the first amendment of the united states constitution [ ref ] .,0,1,[],[],648.0
1073,1073,This house believes atheism is the only way,Criticism of religion,2228,train and test,"homosexuality is illegal in most muslim countries , and in many of these countries carries the death penalty .",0,1,[],[],648.0
1074,1074,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in july 2005 , two iranian men , aged sixteen and eighteen , were publicly hanged for homosexuality , causing an international outcry .",0,1,[],[],648.0
1075,1075,This house believes atheism is the only way,Criticism of religion,2228,train and test,human rights organisations estimate that hundreds of people have been executed for homosexuality by iranian authorities since the 1979 revolution [ ref ] .,0,1,[],[],648.0
1076,1076,This house believes atheism is the only way,Criticism of religion,2228,train and test,"however , many liberal religious groups , and particularly most new age religions , are accepting of homosexuals and do not regard their behavior as sinful , in particular : the anglican church of canada , [ ref ] the episcopal church , progressive judaism , moravian church , [ ref ] neopaganism , raëlism , the united church of canada , the united church of christ , unitarian universalism , haitian voodoo , wicca , and the metropolitan community church , which was established almost specifically for this purpose .",0,1,[],[],648.0
1077,1077,This house believes atheism is the only way,Criticism of religion,2228,train and test,religion has been used by some as justification for advocating racism .,0,1,[],[],648.0
1078,1078,This house believes atheism is the only way,Criticism of religion,2228,train and test,"the ku klux klan , christian identity movement , mormon leaders , and some post-medieval theologians have made claims that white people are closer to god than other races .",0,1,[],[],648.0
1079,1079,This house believes atheism is the only way,Criticism of religion,2228,train and test,"religious terrorist organizations such as the forenamed ku klux klan , kach and kahane chai and others also hold ostensibly racist views [ ref ] .",0,1,[],[],648.0
1080,1080,This house believes atheism is the only way,Criticism of religion,2228,train and test,"there are arguments , however , that these positions may be as much reflections of contemporary social views as of what has been called scientific racism [ ref ] .",0,1,[],[],648.0
1081,1081,This house believes atheism is the only way,Criticism of religion,2228,train and test,"the lds church excluded blacks from the priesthood in the church , from 1860 to 1978 [ ref ] .",0,1,[],[],648.0
1082,1082,This house believes atheism is the only way,Criticism of religion,2228,train and test,"most fundamentalist mormon sects within the latter day saint movement , rejected the lds church ’s 1978 decision to allow african americans to hold the priesthood , and continue to deny activity in the church due to race [ ref ] .",0,1,[],[],648.0
1083,1083,This house believes atheism is the only way,Criticism of religion,2228,train and test,"due to these beliefs , in its spring 2005 "" intelligence report "" , the southern poverty law center named the flds church to its "" hate group "" listing [ ref ] because of the church 's teachings on race , which include a fierce condemnation of interracial relationships .",0,1,[],[],648.0
1084,1084,This house believes atheism is the only way,Criticism of religion,2228,train and test,"on the other hand , many christians have made efforts toward establishing racial equality , contributing to the civil rights movement [ ref ] .",0,1,[],[],648.0
1085,1085,This house believes atheism is the only way,Criticism of religion,2228,train and test,the african american review sees as important the role christian revivalism in the black church played in the civil rights movement [ ref ] .,0,1,[],[],648.0
1086,1086,This house believes atheism is the only way,Criticism of religion,2228,train and test,"martin luther king , jr. , an ordained baptist minister , was a leader of the american civil rights movement and president of the southern christian leadership conference , a christian civil rights organization [ ref ] .",0,1,[],[],648.0
1087,1087,This house believes atheism is the only way,Criticism of religion,2228,train and test,"critics say that religions often treat women in a discriminatory fashion , given them status inferior to men , depriving them of opportunities , endorsing excessive punishments , and using torture and executions as a manner of subjugating them .",0,1,[],[],648.0
1088,1088,This house believes atheism is the only way,Criticism of religion,2228,train and test,"an example of such criticism is the treatment of women in modern islam , such as the required wearing of a burqa in some sects , or denying women permission to drive cars .",0,1,[],[],648.0
1089,1089,This house believes atheism is the only way,Criticism of religion,2228,train and test,"critics also claim that islam authorizes the punishment of female rape victims , citing a saudi arabian case where a rape victim was sentenced to receive 90 lashes because she was in a car with a man that was not her relative [ ref ] .",0,1,[],[],648.0
1090,1090,This house believes atheism is the only way,Criticism of religion,2228,train and test,"critics including hitchens and the united nations also say that islam is used to justify unnecessary and usually harmful female genital modification and mutilation , when the purposes range from depriving them of sexual satisfaction to discourage adultery , insuring they are still a virgin to their husbands , or falsely giving the appearance that they are still a virgin [ ref ] .",0,1,[],[],648.0
1091,1091,This house believes atheism is the only way,Criticism of religion,2228,train and test,another example is the use of witch trials by the christian churches from 1480 through 1800 .,0,1,[],[],648.0
1092,1092,This house believes atheism is the only way,Criticism of religion,2228,train and test,"these trials , often resulting in torture or death of the alleged witch , were based on the old testament in the exodus 22:18 , which prescribes "" thou shalt not suffer a witch to live "" .",0,1,[],[],648.0
1093,1093,This house believes atheism is the only way,Criticism of religion,2228,train and test,"critics say that these trials were unfair , and that witchcraft was often not in evidence , and that the trials were generally used to punish assertive or independent women , such as midwives , [ ref ] or activists [ ref ] .",0,1,[],[],648.0
1094,1094,This house believes atheism is the only way,Criticism of religion,2228,train and test,"kosher slaughter has historically attracted criticism from non-jews as allegedly being inhumane and unsanitary , [ ref ] in part as an antisemitic canard that eating ritually slaughtered meat caused degeneration , [ ref ] and in part out of economic motivation to remove jews from the meat industry [ ref ] .",0,1,[],[],648.0
1095,1095,This house believes atheism is the only way,Criticism of religion,2228,train and test,"sometimes , however , these criticisms were directed at judaism as a religion .",0,1,[],[],648.0
1096,1096,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in 1893 , animal advocates campaigning against kosher slaughter in aberdeen attempted to link cruelty with jewish religious practice [ ref ] .",0,1,[],[],648.0
1097,1097,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in the 1920s , polish critics of kosher slaughter claimed that the practice actually had no basis in scripture [ ref ] .",0,1,[],[],648.0
1098,1098,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in contrast , jewish authorities argue that the slaughter methods are based directly upon genesis ix : 3 , and that "" these laws are binding on jews today . """,0,1,[],[],648.0
1099,1099,This house believes atheism is the only way,Criticism of religion,2228,train and test,"more recently , kosher slaughter has attracted criticism from some groups concerned with animal welfare , who contend that the absence of any form of anesthesia or stunning prior to the severance of the animal 's jugular vein causes unnecessary pain and suffering .",0,1,[],[],648.0
1100,1100,This house believes atheism is the only way,Criticism of religion,2228,train and test,"calls for the abolition of kosher slaughter have been made in 2008 by germany 's federal chamber of veterinarians , [ ref ] and in 2011 by the party for animals in the dutch parliament [ ref ] .",0,1,[],[],648.0
1101,1101,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in both incidents , jewish groups responded that the criticisms were attacks against their religion [ ref ] .",0,1,[],[],648.0
1102,1102,This house believes atheism is the only way,Criticism of religion,2228,train and test,supporters of kosher slaughter counter that judaism requires the practice precisely because it is considered humane [ ref ] .,0,1,[],[],648.0
1103,1103,This house believes atheism is the only way,Criticism of religion,2228,train and test,"research conducted by temple grandin and joe m. regenstein in 1994 concluded that , practiced correctly with proper restraint systems , kosher slaughter results in little pain and suffering , and notes that behavioral reactions to the incision made during kosher slaughter are less than those to noises such as clanging or hissing , inversion or pressure during restraint [ ref ] .",0,1,[],[],648.0
1104,1104,This house believes atheism is the only way,Criticism of religion,2228,train and test,"some scientific studies show that the degree of religiosity is generally found to be associated with higher ethical attitudes [ ref ] [ ref ] [ ref ] [ ref ] — for example , surveys suggesting a positive connection between faith and altruism [ ref ] .",0,1,[],[],648.0
1105,1105,This house believes atheism is the only way,Criticism of religion,2228,train and test,"although a recent study by gregory s. paul published in the journal of religion and society argues for a positive correlation between the degree of public religiosity in a society and certain measures of dysfunction , [ ref ] an analysis published later in the same journal contends that a number of methodological problems undermine any findings or conclusions to be taken from the research [ ref ] .",0,1,[],[],648.0
1106,1106,This house believes atheism is the only way,Criticism of religion,2228,train and test,"survey research suggests that believers do tend to hold different views than non-believers on a variety of social , ethical and moral questions .",0,1,[],[],648.0
1107,1107,This house believes atheism is the only way,Criticism of religion,2228,train and test,"according to a 2003 survey conducted in the united states by the barna group , a christian - affiliated research organization , those who described themselves as believers were less likely than those describing themselves as atheists or agnostics to consider the following behaviors morally acceptable : cohabitating with someone of the opposite sex outside of marriage , enjoying sexual fantasies , having an abortion , sexual relationships outside of marriage , gambling , looking at pictures of nudity or explicit sexual behavior , getting drunk , and "" having a sexual relationship with someone of the same sex . """,0,1,[],[],648.0
1108,1108,This house believes atheism is the only way,Criticism of religion,2228,train and test,"moreover , a comprehensive study by harvard university professor robert putnam found that religious people are more charitable than their irreligious counterparts [ ref ] .",0,1,[],[],648.0
1109,1109,This house believes atheism is the only way,Criticism of religion,2228,train and test,the study revealed that forty percent of worship service attending americans volunteer regularly to help the poor and elderly as opposed to 15 % 25 of americans who never attend services [ ref ] .,0,1,[],[],648.0
1110,1110,This house believes atheism is the only way,Criticism of religion,2228,train and test,"moreover , religious individuals are more likely than non-religious individuals to volunteer for school and youth programs ( 36 % 25 vs. 15 % 25 ) , a neighborhood or civic group ( 26 % 25 vs. 13 % 25 ) , and for health care ( 21 % 25 vs. 13 % 25 ) [ ref ] .",0,1,[],[],648.0
1111,1111,This house believes atheism is the only way,Criticism of religion,2228,train and test,"religious apologists often respond that those guilty of such actions are merely misguided extremists and do n't represent mainstream religion , or that such things are only exceptions and that , by and large , religion is a positive civilizing influence on society .",1,0,['religion is a positive civilizing influence on society'],"[238, 144, 211, 147, 153, 154, 218, 217, 127, 192, 225, 194, 162, 229, 167]",648.0
1112,1112,This house believes atheism is the only way,Criticism of religion,2228,train and test,"atheists such as hector avalos counter that this may be a no true scotsman fallacy in that apologists may decide which believers are considered "" mainstream "" and which are "" extremist "" on a basis that favors their position [ ref ] .",0,1,[],[],648.0
1113,1113,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in response to an article that correlates religiosity in society with dysfunctional behaviors , [ ref ] an analysis published later in the same journal contends that a number of methodological problems undermine any findings or conclusions to be taken from the research [ ref ] .",0,1,[],[],648.0
1114,1114,This house believes atheism is the only way,Criticism of religion,2228,train and test,"in the same issue , gary jensen builds on and refines paul 's study [ ref ] .",0,1,[],[],648.0
1115,1115,This house believes atheism is the only way,Criticism of religion,2228,train and test,"his conclusion , after carrying out elaborate multivariate statistical studies , is that a complex relationship exists between religiosity and homicide with some dimensions of religiosity encouraging homicide and other dimensions discouraging it .",0,1,[],[],648.0
1116,1116,This house believes atheism is the only way,Criticism of religion,2228,train and test,""" meanwhile , other studies seem to show positive links in the relationship between religiosity and moral behavior [ ref ] [ ref ] [ ref ] — for example , surveys suggesting a positive connection between faith and altruism [ ref ] .",0,1,[],[],648.0
1117,1117,This house believes atheism is the only way,Criticism of religion,2228,train and test,"other research in criminology indicates an inverse relationship between religion and crime , [ ref ] with many studies establishing this beneficial connection ( though some say it is a modest one ) [ ref ] .",0,1,[],[],648.0
1118,1118,This house believes atheism is the only way,Criticism of religion,2228,train and test,"indeed , a meta - analysis of 60 studies on religion and crime concluded , "" religious behaviors and beliefs exert a moderate deterrent effect on individuals ' criminal behavior "" [ ref ] .",0,1,[],[],648.0
1119,1119,This house believes atheism is the only way,Criticism of religion,2228,train and test,theodore beale responds to criticisms that religion harms society by arguing that religious individuals tend to be more generous and more likely to have children [ ref ] .,0,1,[],[],648.0
1120,1120,This house believes atheism is the only way,Criticism of religion,2228,train and test,religious belief appears to be the strongest predictor of charitable giving [ ref ] .,0,1,[],[],648.0
1121,1121,This house believes atheism is the only way,Criticism of religion,2228,train and test,"one study found that average charitable giving in 2000 by religious individuals ( $ 2,210 ) was over three times that of secular individuals ( $ 642 ) .",0,1,[],[],648.0
1122,1122,This house believes atheism is the only way,Criticism of religion,2228,train and test,giving to non-religious charities by religious individuals was $ 88 higher .,0,1,[],[],648.0
1123,1123,This house believes atheism is the only way,Criticism of religion,2228,train and test,"religious individuals are also more likely to volunteer time , donate blood , and give back money when accidentally given too much change [ ref ] .",0,1,[],[],648.0
1124,1124,This house believes atheism is the only way,Criticism of religion,2228,train and test,"a 2007 study by the barna group found that "" active - faith "" individuals ( those who had attended a church service in the past week ) reported that they had given on average $ 1,500 in 2006 , while "" no - faith "" individuals reported that they had given on average $ 200 .",0,1,[],[],648.0
1125,1125,This house believes atheism is the only way,Criticism of religion,2228,train and test,""" active - faith "" adults claimed to give twice as much to non-church-related charities as "" no - faith "" individuals claimed to give .",0,1,[],[],648.0
1126,1126,This house believes atheism is the only way,Criticism of religion,2228,train and test,"they were also more likely to report that they were registered to vote , that they volunteered , that they personally helped someone who was homeless , and to describe themselves as "" active in the community . """,0,1,[],[],648.0
1127,1127,This house believes atheism is the only way,Criticism of religion,2228,train and test,"many criticisms of religion focus on the purposes of the leaders of the religions , rather than on the religious doctrines .",0,1,[],[],648.0
